N_docs,ExecutionTimeInsertionMean,ExecutionTimeInsertionTotal,ExecutionTimeSearchMean,ExecutionTimeSearchMax,NumComparisonsInsertionMean,NumComparisonsInsertionTotal,NumComparisonsSearchMean,NumComparisonsSearchMax,TreeHeight,MaxBranch,MinBranch,NumNodes,TreeSizeBytes
5700,0.00151554,8109.64,0.00166493,0.019491,13,74900393,16,22,21,21,12,167310,47931449
5710,0.0015152,8129.28,0.00163867,0.02676,13,75104924,16,22,21,21,12,167470,48042897
5720,0.00151515,8142.51,0.0016362,0.016767,13,75232147,16,22,21,21,12,167541,48084890
5730,0.00151339,8151.01,0.00167112,0.030039,13,75402141,16,22,21,21,12,167634,48168616
5740,0.00151868,8188.61,0.00164099,0.018484,13,75486742,16,22,21,21,12,167685,48201557
5750,0.00151706,8193.53,0.00166488,0.028156,14,75615943,16,22,21,21,12,167783,48274495
5760,0.00151083,8174.95,0.0016637,0.032742,14,75759144,16,22,21,21,12,167899,48340662
5770,0.00151515,8208.92,0.00163612,0.022668,14,75859471,16,22,21,21,12,167990,48404310
5780,0.00151451,8213.61,0.00166768,0.026777,14,75935412,16,22,21,21,12,168034,48446538
5790,0.00152056,8257.31,0.0016399,0.023237,14,76036777,16,22,21,21,12,168110,48486481
5800,0.00151547,8241.4,0.00166776,0.022005,14,76146813,16,22,21,21,12,168205,48530009
5810,0.00151689,8262.95,0.00166729,0.022848,14,76276897,16,22,21,21,12,168285,48591223
5820,0.00151792,8288.79,0.00166636,0.023273,14,76468530,16,22,21,21,12,168409,48683071
5830,0.00151491,8288.32,0.00164415,0.025216,14,76619918,16,22,21,21,12,168501,48763223
5840,0.00151943,8324.87,0.00164412,0.022214,14,76730265,16,22,21,21,12,168569,48818638
5850,0.00151546,8316.56,0.00166826,0.022059,14,76858216,16,22,21,21,12,168677,48882828
5860,0.00151336,8322.34,0.00164341,0.025031,14,77021512,16,22,21,21,12,168782,48952259
5870,0.00151905,8370.58,0.00167421,0.018519,14,77182874,16,22,21,21,12,168973,49001883
5880,0.00151137,8342.19,0.00164374,0.019521,14,77314586,16,22,21,21,12,169097,49055429
5890,0.00151596,8384.53,0.0016767,0.019347,14,77477867,16,22,21,21,12,169240,49155434
5900,0.00151218,8376.6,0.00164388,0.021625,14,77600301,16,22,21,21,12,169344,49195362
5910,0.00152249,8452.35,0.00167452,0.024267,14,77776599,16,22,21,21,12,169448,49258454
5920,0.00151751,8438.29,0.00164068,0.026681,14,77904110,16,22,21,21,12,169546,49325259
5930,0.00151561,8441.03,0.0016423,0.018791,14,78029115,16,22,21,21,12,169649,49369984
5940,0.00151909,8469.86,0.00164729,0.026318,14,78117608,16,22,21,21,12,169691,49410965
5950,0.0015187,8483.98,0.00168612,0.090565,14,78271185,16,22,21,21,12,169784,49474730
5960,0.00151437,8473.88,0.00168703,1.13822,14,78404095,16,22,21,21,12,169840,49541460
5970,0.00151326,8485.13,0.00164489,0.018665,14,78570333,16,22,21,21,12,169986,49602332
5980,0.00151537,8508.78,0.00167208,0.018014,14,78681504,16,22,21,21,12,170085,49648920
5990,0.00151648,8527.48,0.00164063,0.017221,14,78798139,16,22,21,21,12,170177,49726868
6000,0.00152005,8563.72,0.0016778,0.018018,14,78950720,16,22,21,21,12,170251,49817969
6010,0.00151431,8548.58,0.00163789,0.032167,14,79114731,16,22,21,21,12,170330,49889754
6020,0.00151937,8589.03,0.00166913,0.017718,14,79226281,16,22,21,21,12,170377,49946193
6030,0.00151772,8596.17,0.00166983,0.017613,14,79383230,16,22,21,21,12,170454,50031292
6040,0.00151913,8617.24,0.00166898,0.01609,14,79505644,16,22,21,21,12,170579,50096403
6050,0.00151735,8620.56,0.00167007,0.017417,14,79631497,16,22,21,21,12,170632,50155842
6060,0.00151979,8644.84,0.00167929,0.019366,14,79729284,16,22,21,21,12,170688,50189046
6070,0.00151922,8653.54,0.0016465,0.017286,14,79841822,16,22,21,21,12,170812,50247714
6080,0.00151492,8641.09,0.00163714,0.019846,14,79954804,16,22,21,21,12,170870,50299392
6090,0.0015186,8672.21,0.00167163,0.016577,14,80049359,16,22,21,21,12,170934,50336551
6100,0.00151722,8680.87,0.00163865,0.017429,14,80205964,16,22,21,21,12,171077,50428884
6110,0.00151737,8694.35,0.00167521,0.016411,14,80324593,16,22,21,21,12,171167,50477648
6120,0.00151841,8715.55,0.00167896,0.018847,14,80468878,16,22,21,21,12,171284,50541054
6130,0.00152026,8743.48,0.00164444,0.026184,14,80633006,16,22,21,21,12,171369,50625976
6140,0.0015151,8728.74,0.00167798,0.025388,14,80773627,16,22,21,21,12,171424,50685529
6150,0.0015179,8758.84,0.00166504,0.016736,14,80906205,16,22,21,21,12,171549,50752624
6160,0.00151341,8746.17,0.00164617,0.018629,14,81031226,16,22,21,21,12,171636,50815400
6170,0.00152345,8815.86,0.00165579,0.022595,14,81140558,16,22,21,21,12,171721,50850586
6180,0.0015188,8803.56,0.00168383,0.01863,14,81278011,16,22,21,21,12,171809,50914550
6190,0.00152095,8832.03,0.00167536,0.022435,14,81429974,16,22,21,21,12,171911,50995443
6200,0.00151718,8827.52,0.00167591,0.016862,14,81593926,16,22,21,21,12,172041,51049504
6210,0.00152383,8880.51,0.00167985,0.023118,14,81728198,16,22,21,21,12,172145,51085358
6220,0.00152258,8886.31,0.00165125,0.026096,14,81851431,16,22,21,21,12,172244,51153591
6230,0.00151863,8879.59,0.00164986,0.023429,14,82005215,16,22,21,21,12,172303,51186240
6240,0.0015179,8893.37,0.00167799,0.018062,14,82178279,16,22,21,21,12,172510,51258816
6250,0.00151987,8916.93,0.00167618,0.028069,14,82290031,16,22,21,21,12,172577,51305616
6260,0.00151892,8926.98,0.00164692,0.018207,14,82437562,16,22,21,21,12,172678,51371734
6270,0.00151763,8935.25,0.00165033,0.015486,14,82586810,16,22,21,21,12,172780,51439295
6280,0.00152121,8973.05,0.0016511,0.024809,14,82744851,16,22,21,21,12,172897,51533885
6290,0.00152112,8989.81,0.00165207,0.019292,14,82909452,16,22,21,21,12,173050,51592508
6300,0.00152283,9016.19,0.00168462,0.017591,14,83064484,16,22,21,21,12,173169,51640581
6310,0.00151796,8999.69,0.00168558,0.019205,14,83180012,16,22,21,21,12,173232,51674942
6320,0.00152498,9052.48,0.00168038,0.032805,14,83282892,16,22,21,21,12,173283,51715819
6330,0.0015251,9073.3,0.00166089,0.125993,14,83473983,16,22,21,21,12,173371,51785645
6340,0.00151627,9035.29,0.00164614,0.023219,14,83612020,16,22,21,21,12,173437,51842979
6350,0.00152225,9080.98,0.00177253,1.04902,14,83706052,16,22,21,21,12,173488,51879140
6360,0.00152056,9084.83,0.00167831,0.025392,14,83837633,16,22,21,21,12,173574,51933889
6370,0.00151658,9074.16,0.00164994,0.02368,14,83959654,16,22,21,21,12,173655,52003659
6380,0.00152137,9116.19,0.00168414,0.019491,14,84084510,16,22,21,21,12,173721,52037039
6390,0.00152303,9141.93,0.00165589,0.021293,14,84235273,16,22,21,21,12,173887,52110020
6400,0.00151966,9134.34,0.00167173,0.018171,14,84354012,16,22,21,21,12,173997,52174586
6410,0.00151763,9137.95,0.00168562,0.01778,14,84503544,16,22,21,21,12,174093,52251406
6420,0.00152422,9196.77,0.00168232,0.022677,14,84684375,16,22,21,21,12,174182,52317333
6430,0.00151675,9166.78,0.00167367,0.020201,14,84826747,16,22,21,21,12,174284,52384405
6440,0.00152087,9201.62,0.00165173,0.01883,14,84920015,16,22,21,21,12,174361,52421450
6450,0.00152128,9222.29,0.00164515,0.02593,14,85092349,16,22,21,21,12,174470,52485119
6460,0.00152385,9252.6,0.00171952,0.023002,14,85230481,16,22,21,21,12,174519,52524130
6470,0.00158084,9613.56,0.0016818,0.025614,14,85365922,16,22,21,21,12,174620,52622709
6480,0.00153987,9374.37,0.00166642,0.026129,14,85457355,16,22,21,21,12,174668,52677657
6490,0.00153283,9344.82,0.00168342,0.016728,14,85582181,16,22,21,21,12,174790,52736131
6500,0.00152041,9279.51,0.00165569,0.029915,14,85679906,16,22,21,21,12,174865,52798231
6510,0.00152418,9315.46,0.00168215,0.026677,14,85800659,16,22,21,21,12,174917,52856082
6520,0.0015231,9331.48,0.00168743,0.026743,14,86016554,16,22,21,21,12,175061,52956062
6530,0.00152089,9333.35,0.00167737,0.018899,14,86161584,16,22,21,21,12,175156,53006215
6540,0.001526,9377.38,0.00168644,0.01655,14,86280657,16,22,21,21,12,175259,53067567
6550,0.00151917,9347.96,0.00168304,0.017294,14,86397707,16,22,21,21,12,175339,53120775
6560,0.00152494,9395.32,0.00165811,0.020343,14,86508613,16,22,21,21,12,175393,53172506
6570,0.00152119,9387.01,0.00165058,0.018542,14,86647536,16,22,21,21,12,175509,53228086
6580,0.00152504,9423.4,0.00165552,0.016472,14,86765697,16,22,21,21,12,175636,53283581
6590,0.00152556,9440.39,0.00168608,0.026095,14,86893853,16,22,21,21,12,175698,53350842
6600,0.00152587,9458.23,0.0016523,0.024293,14,87044961,16,22,21,21,12,175848,53414155
6610,0.00152677,9477.19,0.00168391,0.019948,14,87169476,16,22,21,21,12,175910,53456185
6620,0.00152891,9506.35,0.00166195,0.01703,14,87318747,16,22,21,21,12,175971,53524289
6630,0.00152267,9479.51,0.00165792,0.017048,14,87430092,16,22,21,21,12,176047,53586225
6640,0.00152781,9528.43,0.00166379,0.019366,14,87590430,16,22,21,21,12,176135,53636479
6650,0.00152448,9518.28,0.00168309,0.029941,14,87690832,16,22,21,21,12,176270,53688331
6660,0.00152314,9525.61,0.00165663,0.051446,14,87839581,16,22,21,21,12,176385,53750995
6670,0.00152529,9552.85,0.00168455,0.026224,14,87968837,16,22,21,21,12,176436,53805944
6680,0.00152822,9585.38,0.00165975,0.02132,14,88101642,16,22,21,21,12,176521,53857474
6690,0.00152863,9600.43,0.00166119,0.027368,14,88218932,16,22,21,21,12,176653,53905920
6700,0.00152385,9578.63,0.00168471,0.019191,14,88295166,16,22,21,21,12,176691,53948606
6710,0.00152963,9633.71,0.00166203,0.027501,14,88472989,16,22,21,21,12,176803,54060790
6720,0.00152701,9630.05,0.00166289,0.013507,14,88592476,16,22,21,21,12,176906,54112838
6730,0.00152678,9646.47,0.00169663,0.018634,14,88761703,16,22,21,21,12,177011,54200217
6740,0.0015254,9658.53,0.001664,0.016799,14,88961732,16,22,21,21,12,177176,54313151
6750,0.00152612,9675.8,0.00168679,0.019819,14,89080899,16,22,21,21,12,177230,54396492
6760,0.00153051,9713.8,0.00169691,0.027078,14,89174209,16,22,21,21,12,177285,54451237
6770,0.00152607,9697.28,0.00168475,0.018147,14,89282975,16,22,21,21,12,177317,54492117
6780,0.00153569,9777.6,0.00170328,0.022642,14,89464239,16,22,21,21,12,177509,54610346
6790,0.001527,9736.51,0.0016542,0.027569,14,89596679,16,22,21,21,12,177603,54677818
6800,0.00152915,9763.8,0.00168919,0.014483,14,89724144,16,22,21,21,12,177673,54725868
6810,0.0015231,9740.18,0.00168193,0.028755,14,89864819,16,22,21,21,12,177769,54804428
6820,0.00152579,9771.06,0.00169346,0.018566,14,89993017,16,22,21,21,12,177865,54849515
6830,0.00152801,9797.15,0.00169271,0.021336,14,90104614,16,22,21,21,12,177952,54893372
6840,0.00152843,9814.52,0.00168823,0.021176,14,90241145,16,22,21,21,12,178015,54935260
6850,0.00153008,9842.66,0.0016876,0.018782,14,90407967,16,22,21,21,12,178141,55028847
6860,0.00152894,9848.91,0.00169465,0.101988,14,90534167,16,22,21,21,12,178196,55090249
6870,0.00152549,9839.19,0.00169071,0.018033,14,90650815,16,22,21,21,12,178306,55160130
6880,0.00152871,9879.17,0.00165811,0.028135,14,90831685,16,22,21,21,12,178439,55223216
6890,0.00152869,9890.61,0.00166088,0.015547,14,90939565,16,22,21,21,12,178503,55278828
6900,0.00152942,9910.66,0.00169761,0.01959,14,91083929,16,22,21,21,12,178739,55357346
6910,0.00152911,9919.99,0.00169213,0.015706,14,91189278,16,22,21,21,12,178786,55408911
6920,0.00152781,9926.49,0.00168992,0.024765,14,91329739,16,22,21,21,12,178899,55474525
6930,0.00153194,9963.97,0.00169746,0.016285,14,91428648,16,22,21,21,12,178973,55532319
6940,0.00152564,9934.91,0.00166057,0.020699,14,91539844,16,22,21,21,12,179039,55588452
6950,0.00152953,9975.62,0.00169946,0.023256,14,91683350,16,22,21,21,12,179125,55648854
6960,0.00152772,9976.73,0.00169182,0.024704,14,91803895,16,22,21,21,12,179259,55725745
6970,0.00153379,10031.5,0.00169642,0.025035,14,91945608,16,22,21,21,12,179375,55768712
6980,0.00153025,10022.9,0.00169841,0.034994,14,92082439,16,22,21,21,12,179473,55824078
6990,0.00152841,10027.6,0.00166227,0.01653,14,92239509,16,22,21,21,12,179632,55891342
7000,0.001527,10029.6,0.00169003,0.018701,14,92344656,16,22,21,21,12,179687,55945606
7010,0.00153056,10066.1,0.00167154,0.023771,14,92466422,16,22,21,21,12,179734,55985575
7020,0.00153936,10139.9,0.00166135,0.029118,14,92615594,16,22,21,21,12,179828,56049653
7030,0.00152707,10071,0.00169685,0.01771,14,92729118,16,22,21,21,12,179914,56095395
7040,0.00153117,10116.5,0.00166849,0.016484,14,92903008,16,22,21,21,12,180084,56209687
7050,0.0015284,10113.8,0.00166148,0.019717,14,93048147,16,22,21,21,12,180136,56297587
7060,0.0015266,10114.6,0.00166361,0.017187,14,93167095,16,22,21,21,12,180171,56384656
7070,0.0015271,10130.5,0.00166914,0.027594,14,93284813,16,22,21,21,12,180229,56432230
7080,0.00152997,10167.9,0.00167551,0.023622,14,93457712,16,22,21,21,12,180349,56488303
7090,0.00152659,10158,0.00170085,0.020896,14,93576280,16,22,21,21,12,180407,56517373
7100,0.00152845,10184.1,0.0016995,0.02652,14,93705940,16,22,21,21,12,180543,56566132
7110,0.00152856,10199.3,0.00169725,0.021604,14,93841383,16,22,21,21,12,180595,56607331
7120,0.00153203,10232.3,0.00169847,0.020178,14,93931879,16,22,21,21,12,180647,56634328
7130,0.00152972,10233.7,0.00169697,0.017211,14,94090219,16,22,21,21,12,180748,56734777
7140,0.00153471,10277.8,0.00169641,0.017007,14,94190127,16,22,21,21,12,180797,56765891
7150,0.00152955,10261.8,0.00169567,0.018106,14,94365444,16,22,21,21,12,180880,56826232
7160,0.00152982,10281.1,0.0016804,0.10031,14,94530402,16,22,21,21,12,180942,56933962
7170,0.00153072,10300.1,0.00169597,0.029787,14,94651285,16,22,21,21,12,181013,57030247
7180,0.00153196,10322.8,0.00166979,0.022096,14,94785496,16,22,21,21,12,181085,57107887
7190,0.00153046,10320.9,0.00169595,0.017305,14,94860473,16,22,21,21,12,181109,57129567
7200,0.00152625,10312.3,0.00166966,0.023772,14,95049230,16,22,21,21,12,181207,57216609
7210,0.00153389,10374.6,0.00169613,0.029173,14,95147639,16,22,21,21,12,181234,57257861
7220,0.00153429,10391.1,0.00167188,0.023622,14,95276235,16,22,21,21,12,181260,57306315
7230,0.00153015,10377.8,0.00169479,0.017466,14,95414919,16,22,21,21,12,181378,57387849
7240,0.00152967,10385.3,0.00168687,0.027996,14,95514130,16,22,21,21,12,181435,57412143
7250,0.00153128,10411.4,0.00169556,0.028096,14,95657294,16,22,21,21,12,181522,57498759
7260,0.00152951,10414.8,0.0016705,0.025072,14,95801996,16,22,21,21,12,181564,57545812
7270,0.00152999,10432.3,0.00168854,0.022073,14,95934513,16,22,21,21,12,181658,57589784
7280,0.00153212,10465.7,0.00167149,0.029185,14,96112586,16,22,21,21,12,181755,57664387
7290,0.00152878,10459.3,0.00168607,0.022904,14,96267850,16,22,21,21,12,181844,57752582
7300,0.00153102,10492.9,0.00166262,0.018262,14,96440306,16,22,21,21,12,182037,57809349
7310,0.00152573,10468.2,0.00168313,0.018771,14,96547151,16,22,21,21,12,182076,57839710
7320,0.0015278,10494.2,0.00168216,0.017238,14,96658065,16,22,21,21,12,182124,57895010
7330,0.00152471,10488.3,0.00168627,0.017876,14,96802535,16,22,21,21,12,182196,57958866
7340,0.00152888,10528.1,0.00169086,0.01767,14,96907178,16,22,21,21,12,182258,58013650
7350,0.00152732,10527.2,0.00168865,0.018305,14,96997802,16,22,21,21,12,182325,58041479
7360,0.00152694,10539.2,0.0016602,0.016294,14,97135907,16,22,21,21,12,182416,58084600
7370,0.00152803,10561,0.00166187,0.016475,14,97268923,16,22,21,21,12,182491,58136735
7380,0.00152775,10570,0.00166725,0.030778,14,97371077,16,22,21,21,12,182577,58184920
7390,0.00152978,10597.3,0.00166292,0.032128,14,97494998,16,22,21,21,12,182658,58226067
7400,0.00152286,10564.3,0.00166027,0.018128,14,97635980,16,22,21,21,12,182728,58312693
7410,0.00152565,10597.3,0.00177575,1.12945,14,97763729,16,22,21,21,12,182772,58356749
7420,0.00152892,10630.2,0.00166772,0.023613,14,97858574,16,22,21,21,12,182821,58390828
7430,0.00152333,10609.1,0.00169211,0.018901,14,98027456,16,22,21,21,12,182902,58433911
7440,0.00152778,10653.7,0.00168679,0.017021,14,98155217,16,22,21,21,12,182979,58481593
7450,0.0015262,10655.5,0.00165418,0.017079,14,98274910,16,22,21,21,12,183039,58548201
7460,0.00153016,10702.9,0.00166638,0.030042,14,98461582,16,22,21,21,12,183209,58618383
7470,0.00152611,10687.8,0.00168929,0.017868,14,98586735,16,22,21,21,12,183309,58668573
7480,0.00152533,10701,0.00168241,0.01992,14,98764572,16,22,21,21,12,183390,58743904
7490,0.00152781,10732.5,0.0016903,0.015736,14,98896398,16,22,21,21,12,183444,58785732
7500,0.00152619,10741.7,0.00168797,0.016043,14,99093236,16,22,21,21,12,183551,58852925
7510,0.00152342,10738.1,0.00168756,0.023982,14,99242978,16,22,21,21,12,183647,58922534
7520,0.00152609,10777.9,0.00169034,0.021679,14,99443381,16,22,21,21,12,183721,59026866
7530,0.0015316,10830.9,0.00168675,0.024975,14,99575096,16,22,21,21,12,183785,59106485
7540,0.00153381,10861.6,0.00166088,0.016046,14,99716056,16,22,21,21,12,183846,59150552
7550,0.00152598,10821.8,0.00168965,0.022363,14,99864652,16,22,21,21,12,183955,59222182
7560,0.00153254,10884.4,0.00169853,0.024375,14,100014209,16,22,21,21,12,184041,59269084
7570,0.00152847,10871.9,0.0016962,0.02038,14,100168673,16,22,21,21,12,184101,59353596
7580,0.0015308,10905.2,0.0016877,0.020467,14,100326231,16,22,21,21,12,184167,59429349
7590,0.0015292,10907.2,0.0016628,0.023548,14,100453158,16,22,21,21,12,184275,59481924
7600,0.00152571,10895.3,0.00169446,0.016666,14,100573168,16,22,21,21,12,184357,59529769
7610,0.00153112,10943.9,0.00167067,0.015754,14,100665522,16,22,21,21,12,184394,59564396
7620,0.00152724,10930.8,0.00169689,0.028554,14,100803561,16,22,21,21,12,184496,59615866
7630,0.00153049,10969.6,0.00166355,0.02183,14,100949018,16,22,21,21,12,184581,59682011
7640,0.00153318,11005.1,0.00169808,0.017176,14,101099883,16,22,21,21,12,184643,59740097
7650,0.00153175,11006.3,0.0016719,0.027784,14,101207805,16,22,21,21,12,184701,59767979
7660,0.00152875,10996.2,0.00165773,0.016479,14,101313614,16,22,21,21,12,184716,59795428
7670,0.00152667,10995.7,0.00169302,0.015963,14,101448517,16,22,21,21,12,184817,59881082
7680,0.00152489,10996,0.0016935,0.025206,14,101573075,16,22,21,21,12,184978,59950519
7690,0.00152685,11025.5,0.00168972,0.018316,14,101717950,16,22,21,21,12,185029,59988572
7700,0.00152947,11058.9,0.00169141,0.022873,14,101855804,16,22,21,21,12,185110,60045691
7710,0.0015279,11064.5,0.0016939,0.027024,14,102014571,16,22,21,21,12,185186,60106938
7720,0.00152582,11064.7,0.00169454,0.022751,14,102157992,16,22,21,21,12,185250,60158814
7730,0.00153021,11108.3,0.00166717,0.027029,14,102267453,16,22,21,21,12,185308,60202903
7740,0.0015295,11117.7,0.00166292,0.020181,14,102403533,16,22,21,21,12,185402,60254376
7750,0.00153032,11140.3,0.00168746,0.020164,14,102560634,16,22,21,21,12,185475,60300507
7760,0.00152989,11151.6,0.00169263,0.018455,14,102694922,16,22,21,21,12,185543,60371959
7770,0.00152918,11161.3,0.00169948,0.015585,14,102835902,16,22,21,21,12,185660,60443047
7780,0.00152826,11166,0.00169152,0.025335,14,102941634,16,22,21,21,12,185694,60483688
7790,0.00152621,11162.3,0.00166356,0.019564,14,103048550,16,22,21,21,12,185755,60514033
7800,0.00153005,11205.8,0.00169689,0.029992,14,103193353,16,22,21,21,12,185818,60553157
7810,0.00153334,11245.1,0.00167923,0.0268,14,103336552,17,22,21,21,12,185916,60580908
7820,0.00153079,11237.1,0.00167371,0.027684,14,103435936,17,22,21,21,12,185938,60597426
7830,0.0015286,11237.9,0.00166957,0.016948,14,103597013,17,22,21,21,12,186106,60684863
7840,0.00152965,11260.6,0.00166463,0.014594,14,103737898,17,22,21,21,12,186182,60739330
7850,0.00152305,11227.5,0.00166084,0.026257,14,103883537,17,22,21,21,12,186256,60797300
7860,0.00152515,11255.1,0.00166625,0.015726,14,103997050,17,22,21,21,12,186297,60863963
7870,0.00153211,11318.5,0.00169865,0.019905,14,104109818,17,22,21,21,12,186392,60905471
7880,0.00153508,11350.8,0.0016725,0.024099,14,104205585,17,22,21,21,12,186417,60956538
7890,0.00152841,11316.7,0.00167559,0.022703,14,104348761,17,22,21,21,12,186504,61015179
7900,0.0015298,11346.1,0.00169907,0.023498,14,104529246,17,22,21,21,12,186573,61067486
7910,0.00153012,11364.1,0.00167404,0.018711,14,104675709,17,22,21,21,12,186660,61145951
7920,0.0015324,11393.1,0.00167033,0.023196,14,104788064,17,22,21,21,12,186718,61175120
7930,0.00152995,11395.1,0.00170741,0.017179,14,104980360,17,22,21,21,12,186860,61260948
7940,0.00153108,11416.7,0.0016631,0.019446,14,105103429,17,22,21,21,12,186921,61332563
7950,0.00153003,11419.5,0.00170284,0.015447,14,105202406,17,22,21,21,12,186955,61373700
7960,0.00153208,11451,0.00170255,0.024944,14,105353801,17,22,21,21,12,187021,61459794
7970,0.0015292,11444.3,0.00170602,0.023651,14,105493038,17,22,21,21,12,187088,61508386
7980,0.00152958,11459.7,0.00167097,0.018678,14,105611436,17,22,21,21,12,187123,61551835
7990,0.00153702,11525.5,0.00167782,0.027836,14,105704706,17,22,21,21,12,187183,61580027
8000,0.00153385,11511.2,0.00167376,0.021503,14,105792121,17,22,21,21,12,187249,61647327
8010,0.00153006,11501.6,0.00166947,0.020421,14,105970021,17,22,21,21,12,187368,61724718
8020,0.00153332,11541,0.00169724,0.02425,14,106109944,17,22,21,21,12,187439,61789430
8030,0.0015294,11522.1,0.00166884,0.019202,14,106208801,17,22,21,21,12,187486,61832334
8040,0.00153016,11543.3,0.00170645,0.019447,14,106354314,17,22,21,21,12,187553,61895626
8050,0.00153167,11568.2,0.00167832,0.025527,14,106482053,17,22,21,21,12,187626,61958413
8060,0.00153199,11587,0.0016982,0.017567,14,106634215,17,22,21,21,12,187682,62004609
8070,0.00153459,11617.7,0.00169912,0.017188,14,106737562,17,22,21,21,12,187712,62071031
8080,0.00153007,11595.8,0.00170266,0.021269,14,106851510,17,22,21,21,12,187763,62121852
8090,0.00152868,11600,0.00167281,0.019156,14,106989039,17,22,21,21,12,187826,62152661
8100,0.0015328,11648.8,0.00167359,0.027724,14,107153649,17,22,21,21,12,187860,62236615
8110,0.00152959,11638.5,0.00169818,0.018293,14,107288219,17,22,21,21,12,187973,62280738
8120,0.00153889,11722.3,0.00167401,0.020304,14,107408311,17,22,21,21,12,188035,62334312
8130,0.00153061,11670.3,0.00167168,0.019736,14,107512957,17,22,21,21,12,188072,62356663
8140,0.00153293,11706.3,0.00167456,0.028403,14,107685386,17,22,21,21,12,188161,62428782
8150,0.00153318,11723.7,0.00169579,0.023193,14,107830636,17,22,21,21,12,188279,62485570
8160,0.00153689,11767.3,0.00167865,0.025673,14,107973033,17,22,21,21,12,188328,62529341
8170,0.00153285,11749,0.00167036,0.016792,14,108091009,17,22,21,21,12,188453,62573463
8180,0.00153033,11743.4,0.00171263,0.018177,14,108218426,17,22,21,21,12,188483,62618035
8190,0.00153381,11784.1,0.00166949,0.017196,14,108348649,17,22,21,21,12,188522,62678191
8200,0.00153167,11782,0.0016978,0.025788,14,108482661,17,22,21,21,12,188612,62929917
8210,0.00153456,11816.7,0.00170356,0.027838,14,108599048,17,22,21,21,12,188643,62965750
8220,0.00153183,11810.4,0.00167216,0.018288,14,108738043,17,22,21,21,12,188698,63143759
8230,0.0015324,11829.6,0.00168024,0.018231,14,108876437,17,22,21,21,12,188783,63206530
8240,0.00153775,11885.4,0.00167587,0.024427,14,109011215,17,22,21,21,12,188857,63354676
8250,0.00153356,11867.7,0.00167119,0.026655,14,109148730,17,22,21,21,12,188925,63412039
8260,0.00153404,11884.5,0.00170588,0.628172,14,109269915,17,22,21,21,12,188943,63441693
8270,0.00153768,11925,0.00167633,0.015915,14,109383770,17,22,21,21,12,188971,63525205
8280,0.00152824,11867.4,0.00167175,0.017697,14,109531747,17,22,21,21,12,189072,63614635
8290,0.00153022,11899.2,0.00170811,0.112517,14,109686253,17,22,21,21,12,189106,63661305
8300,0.00153527,11948.9,0.0016801,0.020832,14,109782468,17,22,21,21,12,189133,63701534
8310,0.00153673,11977.7,0.0016795,0.019664,14,109947529,17,22,21,21,12,189258,63807961
8320,0.00153569,11980.4,0.00167178,0.023281,14,110046811,17,22,21,21,12,189287,63837764
8330,0.00153635,11998.4,0.00167586,0.016505,14,110166258,17,22,21,21,12,189320,63908735
8340,0.00153331,11987.3,0.00168201,0.028243,14,110283551,17,22,21,21,12,189365,63955093
8350,0.00153313,11996.3,0.00170429,0.027716,14,110379678,17,22,21,21,12,189399,64038099
8360,0.00153728,12038.9,0.00168135,0.018012,14,110473171,17,22,21,21,12,189454,64083572
8370,0.00153671,12046.4,0.00167522,0.023413,14,110584530,17,22,21,21,12,189540,64188854
8380,0.00153192,12024.1,0.00170144,0.018724,14,110727215,17,22,21,21,12,189592,64232410
8390,0.00153758,12080.7,0.001704,0.016611,14,110840520,17,22,21,21,12,189627,64314657
8400,0.00153521,12078.3,0.00170868,0.017207,14,110992138,17,22,21,21,12,189712,64360966
8410,0.00153587,12098.3,0.00170814,0.018714,14,111132084,17,22,21,21,12,189780,64414597
8420,0.00153384,12104.9,0.00167653,0.094104,14,111345768,17,22,21,21,12,190018,64520103
8430,0.00153638,12138.1,0.0016849,0.018117,14,111468921,17,22,21,21,12,190079,64565365
8440,0.001536,12146.2,0.00170851,0.019489,14,111571979,17,22,21,21,12,190114,64596818
8450,0.00153351,12144.1,0.00168153,0.018987,14,111737750,17,22,21,21,12,190182,64680154
8460,0.00153554,12179.2,0.00167544,0.021078,14,111916689,17,22,21,21,12,190267,64771973
8470,0.00153346,12176.4,0.0017048,0.021155,14,112043567,17,22,21,21,12,190316,64826582
8480,0.00153316,12185.8,0.00173782,1.04861,14,112153038,17,22,21,21,12,190366,64907344
8490,0.00153322,12205.7,0.00170862,0.027532,14,112337559,17,22,21,21,12,190494,65045057
8500,0.001539,12267.5,0.00170929,0.021841,14,112485604,17,22,21,21,12,190562,65131386
8510,0.0015401,12291.6,0.00170821,0.025246,14,112629656,17,22,21,21,12,190638,65220711
8520,0.00153825,12293.9,0.00167377,0.017785,14,112789396,17,22,21,21,12,190691,65306733
8530,0.00153487,12278.3,0.00170618,0.01775,14,112895789,17,22,21,21,12,190751,65349325
8540,0.00154613,12390.2,0.0016839,0.021283,14,113101334,17,22,21,21,12,190867,65433135
8550,0.00155064,12443.7,0.00167783,0.016356,14,113262678,17,22,21,21,12,190946,65510300
8560,0.00153763,12355.9,0.00168043,0.019495,14,113418841,17,22,21,21,12,191045,65596897
8570,0.00153686,12367.2,0.00168173,0.023519,14,113582851,17,22,21,21,12,191084,65674297
8580,0.00153653,12376.7,0.00170948,0.027767,14,113696086,17,22,21,21,12,191117,65710328
